col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108
119414354,"English Language","08/29/1986","sign language","Igbo","Christianity","Male","No","Married","No","Self-employed",,40000,1,6,"High school or vocational",250000,"Yes","Never",,,"Poor","Infrequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never","Neither poor nor good","Fairly dissatisfied","Fairly dissatisfied","Not at all","Neither satisfied nor dissatisfied","A great deal","A small amount","Frequently","A small amount","Completely","Satisfied","Very dissatisfied","Not at all","Slightly","Not at all","Not at all","Very dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","nobody","Yes","No","No","Yes","Many times","Never","Never",4,,10,,"Very good","school",,,,,,"Not at all",,,"Not at all",,"many deaf people dont know sign language, no deaf school in village, and government doesn't care about deaf ppl","No","No","myself","Very Unsatisfied","Never","Never","Never","Not at all","No","Typhoid","Malaria",,,,,,"Ulcers",,,"Neither satisfied nor dissatisfied","Never","No","Slightly","Not at all","Yes","Not at all","no information","All of the time","gesturing"
119412277,"NSL","05/05/1986","whatsapp, message, facebook, 2go","Igbo","Christianity","Female","No","Married","No","Self-employed","Trading",,1,6,"High school or vocational",300000,"No","Never","Sometimes","Never","Poor","Infrequently","No",,,"I don't know how to cook and prepare healthy meals",,,,,"Never","Never","Neither poor nor good","Very dissatisfied","Fairly dissatisfied","Not at all","Neither satisfied nor dissatisfied","A great deal","A small amount","Frequently","A small amount","Completely","Satisfied","Very dissatisfied","Not at all","Slightly","Not at all","Not at all","Very dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","Very dissatisfied","nobody","No","No","No","No","Many times","Never","Never",9,,13,"I already know sign language","Good","school",,,,,,"Not at all",,,"Not at all",,,"No","No","myself","Very Unsatisfied","Never","Never","Never","Not at all","No","Typhoid","Malaria",,,,,,,,,"Very satisfied","Infrequently","No","Slightly","Slightly","Yes","Not at all","no information",,"gesturing"
119411764,"NSL","05/28/1984","whatsapp, facebook, telegram","Igbo","Christianity","Female","No","Married","No","Self-employed","fashion designer",50000,2,6,"High school or vocational",,"No","Sometimes","Sometimes","Sometimes","Good","Sometimes","Yes",,,,,,,"[Other] expensive","Sometimes","Always","Good",,"Satisfied","Slightly","Satisfied","A moderate amount","A moderate amount","Never","A moderate amount","Completely","Very satisfied",,"To a great extent","Extremely","Slightly","Moderately","Fairly dissatisfied",,"Very satisfied","Very satisfied","Satisfied",,"No","No","No","No","Never","Never","Never",5,,8,"I already know sign language","Good","school","Hearing Aids",,,5,"No",,,,"To a great extent",,,"Yes","Yes",,"Satisfied","Sometimes","Sometimes","Sometimes","Completely","No",,,,,,"High Blood Pressure",,,,,"Satisfied","Always","No","Somewhat","Somewhat","No","Not at all","whatsapp","Not at all","writing or local sign language"
119411342,"English","04/22/1994","telephone called","Igbo","Christianity","Male","No","Single",,"Private sector employee","Teacher",10000,1,5,"College of Education",420000,"No","Sometimes","Always","Sometimes","Poor","Sometimes","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Always","Poor","Very satisfied","Very satisfied","Somewhat","Fairly dissatisfied","An extreme amount","A small amount","Never","An extreme amount","Somewhat","Satisfied","Neither satisfied nor dissatisfied","To a great extent","Very","Not at all","Not at all","Satisfied","Fairly dissatisfied","Satisfied","Satisfied","Fairly dissatisfied","my brother and my aunt","Yes","No","No","No","A few times","Never","Never",13,"hearing aids",14,"I already know sign language","Very good","school","Hearing Aids",,,24,"No","Not at all",,,"Not at all","church, school gathering","education, employment, and transportation","No","No","myself","Very Satisfied","Always","Sometimes","Always","To a great extent","No",,,,,,,,"Ulcers",,,"Fairly dissatisfied","Sometimes","No","Not at all","Somewhat","Yes","To a great extent","hospital","All of the time","speaking"
119360086,"English language of sign language","07/18/1980","sign language","Igbo","Christianity","Female","No","Married","Yes","Government employee","civil servant",23000,1,6,"High school or vocational",240000,"No","Never","Sometimes","Never","Poor","Infrequently","No",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never","Neither poor nor good","Fairly dissatisfied","Fairly dissatisfied","Not at all","Neither satisfied nor dissatisfied","An extreme amount","A small amount","Frequently","A small amount","Completely","Satisfied","Very dissatisfied","Not at all","Slightly","Not at all","Not at all","Very dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Fairly dissatisfied","Very dissatisfied","nobody","No","No","No","Yes","Many times","Never","Never",5,"I don't know",10,"I already know sign language","Very good","primary school",,,,,,"Not at all",,,"Not at all",,,"No","No","myself","Very Unsatisfied","Never","Never","Never","Not at all","No","Typhoid","Malaria",,,,,,,,,"Neither satisfied nor dissatisfied","Never","No","Slightly","Not at all","Yes",,"through my family via gesturing","All of the time","gesturing, writing and culture language"
119356547,"English language of sign language","07/26/1997","sign language","Igbo","Christianity","Male","No","Married","Yes","Self-employed",,30000,1,6,"High school or vocational",240000,"No","Never","Sometimes","Never","Poor","Infrequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Infrequently","Infrequently","Neither poor nor good","Very dissatisfied","Fairly dissatisfied","Not at all","Neither satisfied nor dissatisfied","An extreme amount","A small amount","Frequently","A small amount","Completely","Satisfied","Very dissatisfied","Not at all","Slightly","Not at all","Not at all","Very dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Fairly dissatisfied","Very dissatisfied",,"Yes","Yes","No","Yes","Many times","Never","A few times",3,,12,"I already know sign language","Very good","primary school",,,,,,"Not at all",,,"Not at all",,,"No","No","myself","Very Unsatisfied","Never","Never","Never","Not at all","Yes","Typhoid","Malaria",,,,,,"Ulcers",,,"Neither satisfied nor dissatisfied","Never","No","Slightly","Not at all","Yes","Not at all","nowhere and no information at all","All of the time",
119356016,"NSL","06/07/1995","Whatsapp, Facebook, Messager, and Telegram","Igbo","Christianity","Female","No","Single",,"Self-employed","Trading slippers, sandals, and shoes",25000,2,5,"College of Education",,"No","Sometimes","Sometimes","Sometimes","Fair","Sometimes","Yes",,,,,,,,"Never","Sometimes","Neither poor nor good","Fairly dissatisfied","Fairly dissatisfied","Not at all","Fairly dissatisfied","Not at all","A moderate amount","Never","A moderate amount","Completely","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly","Moderately","Not at all","Not at all","Neither satisfied nor dissatisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","Fairly dissatisfied","Very dissatisfied","please do not kill me","No","Yes","No","Yes","Never","Never","Never",3,"Hearing aids",8,"I already know sign language","Very good","special education for the deaf",,,,,,,,,"Somewhat",,,"No","No","my school principal","Very Unsatisfied","Sometimes","Sometimes","Infrequently","To a great extent","No",,,,,,,,,,,"Fairly dissatisfied","Infrequently","No","Somewhat","Not at all","No","Somewhat","none","Not at all","writing"
119350110,"English","11/14/1988","Text","Igbo","Christianity","Female","No","Married","Yes","Unemployed",,0,,0,"Junior school",0,,"Sometimes","Sometimes","Sometimes","Fair","Sometimes","Yes",,,,,,,,"Sometimes","Sometimes","Neither poor nor good","Satisfied","Satisfied","Somewhat","Satisfied",,"A moderate amount","Sometimes","A small amount","To a great extent","Satisfied","Satisfied","Slightly","Not at all","Not at all","Moderately","Satisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","husband","Yes","No","No","No","Many times","Many times","Many times",7,"hearing aids",11,"I already know sign language","Very good","school",,,,,,"Not at all",,,"Not at all",,"they don't go to school, they are farmers, lack of ??","Yes","No","none","Very Satisfied","Never","Never","Sometimes","Somewhat","No","Typhoid","Malaria",,,,,,,,,"Very satisfied","Never","No","Not at all","Not at all","Yes","Not at all","need money to go to hospitals","All of the time","sign language"
119349383,"English","12/25/1969","text","Igbo","Christianity","Female","No","Single",,"Unemployed",,0,,,,,"No","Sometimes","Sometimes","Sometimes","Fair","Sometimes","Yes",,"I don't have the time to shop for, and prepare healthy food",,,,,,"Sometimes","Sometimes","Poor","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly","Fairly dissatisfied","A moderate amount","A moderate amount","Never","A moderate amount","Somewhat","Fairly dissatisfied","Fairly dissatisfied","Somewhat","Slightly","To a great extent","Moderately","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Very dissatisfied",,"No","No","No","No","A few times","Never","Once",3,"interpreter",,"Yes","Good",,,,,,,"Not at all",,,"Not at all",,,,,,"Very Unsatisfied",,,,,,,,,,,,,,,,,,,,,,,,"A fair amount of the time",
119348820,"English Language","08/18/1964","Message phone","deaf","Christianity","Male","No","Married","Yes","Self-employed","furniture",,,3,"Institute (2 years)",,"Yes","Frequently","Never","Never","Poor","Never","Yes",,,,,,,"[Other] I don't need it","Never","Never","Neither poor nor good","Fairly dissatisfied","Very satisfied","Not at all",,,"Not at all","Sometimes","An extreme amount","Slightly","Fairly dissatisfied","Neither satisfied nor dissatisfied","Slightly","Very","Not at all","Extremely","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Very dissatisfied","Fairly dissatisfied","message brother","Yes","No","Yes","No","Never","Never","Never",3,"hearing aid",,"Yes",,,,,,,,"Not at all",,,"Not at all",,,"No","No","government","Unsatisfied",,"Never","Never","Not at all","Yes",,"Malaria",,,,,,,,,"Very dissatisfied","Infrequently","No","Somewhat","To a great extent","Yes","Somewhat","my neighbors","A fair amount of the time","sign language and writing"
119347447,"English","06/06/1978","text","Igbo","Christianity","Female","No","Married","Yes","Private sector employee","fashion designer",0,,7,"Junior school",250000,"Yes","Sometimes","Sometimes","Sometimes","Good","Sometimes","No",,,,,,,,"Never","Infrequently","Poor","Very satisfied","Neither satisfied nor dissatisfied","Somewhat","Fairly dissatisfied","An extreme amount","Not at all","Sometimes","A small amount","Completely","Fairly dissatisfied","Fairly dissatisfied","Slightly","Very","Not at all","Extremely","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Very dissatisfied","Fairly dissatisfied","husband","Yes","No","Yes","Yes","Never","Never",,0,"hearing aid",5,"Yes","Good",,,,,,,"Not at all",,,"Not at all",,,"Yes","No","myself","Very Unsatisfied","Never","Never","Never","Not at all","No","Typhoid","Malaria",,,,,,"Ulcers",,,"Very dissatisfied","Never","No","Not at all","Not at all","Yes","Not at all","family gesturing","All of the time",
119346875,"English","08/30/1962","text message","Igbo","Christianity","Male","No","Married","Yes","Self-employed",,6000,1,4,"College of Education",240000,"No","Sometimes","Sometimes","Sometimes","Fair","Sometimes","No",,"I don't have the time to shop for, and prepare healthy food",,,,,,"Sometimes","Sometimes","Neither poor nor good","Fairly dissatisfied","Fairly dissatisfied","Somewhat","Fairly dissatisfied","A moderate amount","A moderate amount","Sometimes","Not at all","Somewhat","Fairly dissatisfied","Fairly dissatisfied","Somewhat","Not at all","Somewhat","Not at all","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","son","Yes","Yes","No","No","A few times","Never","Never",0,"interpreter",18,"No","Very good","school",,,,,,"Not at all",,,"Not at all",,,"No","No","myself","Satisfied","Sometimes","Sometimes","Sometimes","Not at all","Yes",,"Malaria",,,,,,,,,"Fairly dissatisfied","Sometimes","No","Somewhat","Somewhat","Yes","Somewhat",,"A fair amount of the time","sign language"
119346038,"English Language","04/29/1976","phone","Igbo, yoruba, and hausa",,"Male","No","Single",,"Unemployed",,0,,,"High school or vocational",160000,"No","Always","Always","Sometimes","Fair","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Sometimes","Neither poor nor good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Not at all","Neither satisfied nor dissatisfied","A small amount","A small amount","Sometimes","A small amount","Not at all","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Not at all","Extremely","Not at all","Not at all","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","with neighborhourhood","No","No","No","No","Never","Once","Never",,,15,"I already know sign language","Good","school","Hearing Aids",,,7,"No","Not at all",,,"Not at all","Churches","attending school and learning culture","Yes","Yes",,"Satisfied","Sometimes","Sometimes","Sometimes","Not at all","Yes",,"Malaria",,,,,,,,,"Neither satisfied nor dissatisfied","Sometimes","No","Not at all","Not at all","Yes","Not at all","newspaper","Not at all",
119276626,"Languages","01/08/1929","Languages","Yoruba","Islam","Female","No","Married",,"Government employee","coach table tennis",20000,1,3,"Institute (2 years)",,"No","Sometimes","Sometimes","Infrequently","Fair","Sometimes","Yes",,,,,,"I am not ready to change my eating habits",,"Never","Never","Very Good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Not at all","Fairly dissatisfied",,"Not at all","Sometimes","Not at all","Not at all","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Not at all","Not at all","Not at all","Not at all","Fairly dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Television","No","No","No","No","A few times","A few times","Many times",,,6,"Yes","Neither poor nor good",,"Hearing Aids",,,,,"Not at all",,,"Not at all",,"interpreter, education, and hospital","Yes","Yes",,"Very Unsatisfied","Never","Sometimes","Sometimes","Not at all","Yes",,,,,,,,"Ulcers",,,"Neither satisfied nor dissatisfied","Sometimes","Yes","Not at all","Not at all","Yes","Not at all","television","Not at all",
